Stop_Code_LBSL,Bus_Stop_Code,Naptan_Atco,Location_Easting,Location_Northing,Heading,Stop_Area,Virtual_Bus_Stop
BP4810,49999,1.50E+11,518440,196410,75,UZ42,0
BP4811,55337,1500IM502,518437,196418,102,UZ46,0
BP4812,58437,1.50E+11,518436,192573,213,SZ32,0
BP4813,47057,1500IM380B,518436,192310,242,SZ17,0
BP4816,56844,1500IM380,518434,192345,63,SZ17,0
BP4817,48444,1.50E+11,518433,192613,32,SZ32,0
BP4819,71586,490017847E,518428,180268,150,BN08,0
BP4822,51646,490017652E,518427,175589,62,N326,0
BP4823,75344,490017652W,518426,175647,241,N326,0
BP4824,50818,490015241C,518420,175885,67,N727,0
BP4825,77519,490003603B,518417,183938,158,W405,0
BP4826,58023,1.50E+11,518416,197031,124,TZ05,0
BP4827,56531,1500DEBDEN11,518412,197074,310,TZ05,0
BP4828,58163,1500LOUGHTON,518412,195892,221,VZ03,0
BP4829,58483,1.50E+11,518410,195994,28,VZ03,0
BP483,75184,490001154W,518408,174106,286,2R09,0
BP4830,59226,1.50E+11,518408,195618,232,VZ14,0
BP4832,55835,1.50E+11,518406,195220,29,VZ01,0
BP4833,50094,1.50E+11,518401,195161,209,VZ01,0
BP4834,50802,1.50E+11,518399,195684,150,VZ08,0
BP4835,76587,1.50E+11,518399,195703,145,VZ08,0
BP4836,75484,1500IM359,518390,193948,277,WZ11,0
BP4837,48427,490015241B,518390,175862,245,N727,0
BP4839,49576,40004410106C,518390,157328,145,ZC38,0
BP484,47535,490001154E,518385,174102,107,2R09,0
BP4840,53812,490001090U,518384,175119,69,3R28,0
BP4841,56299,490006529B,518384,175142,251,3R28,0
BP4842,54017,490008839W1,518378,171601,261,3T08,0
BP4847,53199,490017817W,518375,192416,284,UD38,0
BP4848,49546,490011439W,518375,192468,287,UD37,0
BP4851,77478,490008839E,518375,171618,76,3T08,0
BP4852,77839,490012789N,518372,179610,4,QB01,0
BP4854,55429,490011520E,518372,180908,91,AJ08,0
BP4855,59147,490006361E,518370,180897,271,AJ08,0
BP4857,59573,490004039E,518369,181619,46,112,0
BP486,47177,490007903E,518369,173780,105,N217,0
BP4860,51519,490003540W,518368,180448,280,P310,0
BP4861,48036,490017848W,518367,180562,309,P507,0
BP4862,54290,490003651W,518366,180682,280,P506,0
BP4863,53396,490004176W,518365,180657,256,P505,0
BP4864,52125,490004176E,518365,180661,76,P505,0
BP4865,77331,490003651E,518359,180687,104,P506,0
BP4866,47011,490017848E,518358,180530,128,P507,0
BP4867,59473,490011205E,518356,166209,109,K913,0
BP4868,57091,490010639S1,518353,164726,211,F402,0
BP4871,72413,490011979E,518353,188950,77,YB16,0
BP4873,53088,490009810K,518342,188956,148,VA10,0
BP4875,57710,490017850S,518342,178300,195,0H12,0
BP4876,73461,490017850N,518338,178396,5,0H12,0
BP4879,74417,490017854S,518337,183062,197,QM17,0
BP488,47985,490006412H,518337,169125,276,K107,0
BP4880,51546,490014699W,518337,186558,98,DA12,0
BP4882,58928,490006108E,518337,183996,105,R611,0
BP4884,74941,490016444HN,518331,187795,345,V913,0
BP4885,49960,490016444HM,518328,187780,311,V913,0
BP4886,57842,490016444HK,518325,187770,103,V913,0
BP4887,55536,490016444HL,518323,187769,71,V913,0
BP4890,54345,490000009W,518321,192442,274,UD39,0
BP4891,71151,490018012S,518307,176545,168,6.00E+16,0
BP4894,55549,40004410106B,518306,158519,37,ZC25,0
BP4896,57575,490002029W,518304,176909,110,GL04,0
BP4897,48883,40004406037B,518303,160125,218,ZM01,0
BP4898,51048,40004406037A,518300,160116,37,ZM01,0
BP4899,49528,40004406036C,518297,160008,220,ZM02,0
BP490,53378,490004478G,518290,169107,357,K105,0
BP4900,74846,40004406036B,518285,159975,247,ZM02,0
BP4901,76047,40004406036A,518285,159950,66,ZM02,0
BP4902,51759,40004406114B,518284,159879,243,ZM03,0
BP4903,48826,40004406009B,518281,159595,48,ZM07,0
BP4904,58679,40004406009A,518281,159605,226,ZM07,0
BP4905,48452,40004406010B,518278,159763,52,ZM06,0
BP4906,52176,40004406010A,518274,159791,234,ZM06,0
BP4907,53096,40004406011B,518271,160186,342,ZN15,0
BP4908,54845,40004406011A,518269,160145,164,ZN15,0
BP4909,57792,490016580H,518268,180040,109,3707,0
BP491,50375,490001173V,518267,169652,178,K001,0
BP4910,48429,490016580R,518259,179972,280,3708,0
BP4911,49472,490000256,518257,184988,72,RP14,0
BP4912,75166,3700310,518254,179846,285,6Z24,0
BP4913,76823,3700340,518253,179935,283,6Z26,0
BP4916,53286,490018182W,518252,165717,281,K930,0
BP4917,49938,490018182N,518252,165730,49,K930,0
BP4918,59525,490018216S,518249,164719,175,J735,0
BP4919,51142,490018216N,518247,164686,350,J735,0
BP492,58783,490004478F,518247,169065,174,K105,0
BP4920,71865,490015354S,518237,164529,197,J723,0
BP4921,55368,490001127E,518236,184968,124,DG04,0
BP4922,58420,490004722M,518229,182883,56,8503,0
BP4923,59012,490018231S,518226,176076,137,M428,0
BP4924,49599,490018231N,518222,176078,315,M428,0
BP4927,71941,490012970S,518221,189660,168,PP22,0
BP4928,71217,490016156W,518216,159826,268,H617,0
BP4929,51269,490018237E,518213,167397,273,K809,0
BP493,57175,490003909P2,518211,169377,186,K117,0
BP4930,59033,40004410135A,518211,156807,203,ZB05,0
BP4931,73454,1.50E+11,518211,195717,34,VZ14,0
BP4932,76291,490018248W,518206,179412,260,3G12,0
BP4933,49936,490018248E,518202,179430,79,3G12,0
BP4934,77834,490003027SW,518201,183799,236,8907,0
BP4935,51813,4.90E+09,518188,180979,233,0.00E+00,0
BP4937,54627,490018251S,518185,179374,165,PB25,0
BP4938,75378,490018251N,518183,179417,347,PB25,0
BP4940,72701,490018254N,518178,181843,317,0T15,0
BP4942,50969,490018253W,518174,181105,227,113,0
BP4943,47674,490000133S,518173,180883,139,110,0
BP4947,73474,490001040N,518170,190018,5,9D03,0
BP4948,71783,490018275AP,518169,175879,257,N726,0
BP4949,58121,490018275AF,518168,175922,76,N726,0
BP4951,73403,490009983A,518168,193597,61,U311,0
BP4952,77819,490009983B,518167,193619,61,U311,0
BP4953,48625,490009983C,518164,193624,61,U311,0
BP4954,56504,490009983D,518163,193633,241,U311,0
BP4955,47700,490009983E,518161,193613,243,U311,0
BP4956,50665,490009983F,518158,193594,243,U311,0
BP4957,52401,490009983G,518156,193632,247,U311,0
BP496,72445,490007595K,518155,169112,40,K114,0
BP4960,47131,490018316E,518155,183560,89,D120,0
BP4961,58396,490018316W,518154,183553,269,D120,0
BP4962,71965,490008975N,518149,178548,336,3C03,0
BP4964,72777,490010640W,518148,164684,211,F426,0
BP4965,53636,490018347S,518148,191888,169,VH47,0
BP4966,NONE,490000039S,518146,181267,150,A501,0
BP4968,97500,490000039W,518141,181474,251,A518,0
BP4969,50825,490004925C,518140,182725,94,RG21,0
BP497,56580,490003909P1,518140,169404,183,K117,0
BP4970,59356,490004925B1,518140,182718,60,RG21,0
BP4971,52194,490004925A,518139,182681,11,RG21,0
BP4973,49555,40004406164A,518138,159418,68,ZM21,0
BP4975,55384,490006586W,518136,196388,264,US04,0
BP4976,52392,490006586X,518135,196392,264,US04,0
BP4977,57950,490018376N,518132,192251,339,XM26,0
BP4978,76855,490016629E,518132,192545,338,XM23,0
BP4979,59383,490018377W,518130,192468,285,XM25,0
BP4980,75147,490018379W,518127,192396,243,XM24,0
BP4981,55288,490018379E,518127,192367,63,XM24,0
BP4982,71679,490018377E,518125,192488,106,XM25,0
BP4983,75603,490018380E,518119,192558,67,XM23,0
BP4984,76562,490016629W,518115,192473,158,XM22,0
BP4985,58469,490018376S,518114,192104,159,XM26,0
BP4986,71230,490001330N,518113,184846,354,8A08,0
BP4987,73540,490000263S,518107,184688,177,8A08,0
BP4989,75974,490015467S,518107,162530,167,H323,0
BP499,49963,490003493W,518104,169000,280,K103,0
BP4990,52880,490013457HU,518104,166015,194,K901,0
BP4991,73076,490011285S1,518103,174195,201,5P34,0
BP4992,77704,490004477N1,518098,176799,26,E230,0
BP4996,58556,490018484N,518096,174664,23,2411,0
BP4997,54783,490013037E,518093,168454,128,K614,0
BP4998,53397,490013037W,518091,168467,308,K602,0
BP4999,73177,490018502E,518089,168166,154,K603,0
BP500,58358,490004927N,518086,173783,339,N321,0
BP5000,58902,490018502H,518083,168146,336,K617,0
BP5001,53849,490018503S,518082,167680,158,K717,0
BP5002,52078,490018503N,518082,167651,343,K717,0
BP5003,55239,490007705H1,518081,178567,152,6905,0
BP5004,56236,490007705J,518080,178552,141,6905,0
BP5005,56649,490007705K,518079,178554,131,6905,0
BP5006,51593,490007705L,518079,178558,139,6905,0
BP5007,52572,490007705Z2,518077,178573,156,6905,0
BP5008,48587,490007705Z3,518077,178593,140,6905,0
BP5009,58200,490008391N,518075,175662,345,N715,0
BP501,71224,490012368W,518073,173916,66,N322,0
BP5011,77218,490014740E,518073,171717,36,5H08,0
BP5012,74137,490014740S,518072,171821,238,5H08,0
BP5013,71740,490011063W,518067,171449,239,L402,0
BP5014,77559,490011063E,518066,171448,60,L402,0
BP5015,47156,490012203S,518064,171760,148,5D04,0
BP5016,49184,490012696N,518064,171056,292,5D03,0
BP5017,58895,490008719N,518061,171406,342,5D02,0
BP5018,74022,490012203N,518059,171720,329,5D04,0
BP5020,47036,1500BRDBPGAR,518057,196270,245,UZ13,0
BP5021,76388,490005071S,518057,176792,150,7G14,0
BP5022,52341,490018533S,518057,174372,139,MH23,0
BP5023,54199,490018533N,518055,174401,321,MH23,0
BP5024,71276,490018537W,518053,184866,244,8K28,0
BP5025,55540,490018538W,518050,184999,244,CH34,0
BP5026,56814,490018537E,518050,184885,64,8K28,0
BP5027,73983,490018538E,518043,185040,64,CH34,0
BP5029,49311,490000123W,518040,185187,272,8K27,0
BP503,50690,490007704QA,518039,178614,269,6913,0
BP5030,51682,490000123E,518038,185199,89,8K27,0
BP5031,56396,490012765E,518034,184623,85,8J12,0
BP5032,48337,490012765W,518034,184612,265,8J12,0
BP5033,52649,490005147BG,518034,175763,195,EC29,0
BP5034,47913,3700330,518033,179854,105,6Z19,0
BP5035,76934,3700347,518033,179655,103,6Z28,0
BP5036,50139,3700344,518031,179701,100,6Z17,0
BP5037,76262,3700345,518030,179681,107,6Z25,0
BP5038,58715,490015241S,518030,175975,166,N709,0
BP5039,71727,490008079E,518029,177958,92,G620,0
BP504,75093,40004408959A,518028,159896,23,KC10,0
BP5042,47207,490018541S,518026,162841,141,H234,0
BP5044,51148,"1500IM358
",518022,195716,145,VZ08,0
BP5045,54346,490008393W,518021,175942,255,N709,0
BP5046,57955,490009785N,518020,175571,322,EE08,0
BP5047,55551,490010945N,518019,183629,355,QM18,0
BP5048,72885,490004995E,518017,159384,107,FA10,0
BP5049,47419,40004408175B,518013,156352,228,ZL68,0
BP505,51654,40004408959B,518008,159829,196,KC10,0
BP5050,54414,490001276S,518001,183072,160,8513,0
BP5051,57801,490016444HJ,518000,187780,140,V913,0
BP5052,75438,1500BD1,518000,193948,75,VH65,0
BP5054,51652,1500BDBT,517998,193419,59,VH55,0
BP5055,73817,1.50E+11,517997,193389,243,VH55,0
BP5056,48078,1.50E+11,517994,193211,61,VH54,0
BP5057,54588,1.50E+11,517993,193183,241,VH54,0
BP5058,51444,1500IM839,517989,192758,66,VH52,0
BP5059,71520,1.50E+11,517984,192947,240,VH53,0
BP506,76871,490006421W,517983,181655,280,QS06,0
BP5060,77676,1.50E+11,517982,192799,239,VH52,0
BP5061,53103,490016465W,517977,183026,286,V327,0
BP5062,77261,1590010101,517976,182937,8,VN42,0
BP5063,55190,1590010801,517970,184337,165,VN12,0
BP5064,50165,1590010501,517964,183241,190,VN41,0
BP5065,75988,1590010201,517964,182990,192,VN42,0
BP5066,51629,1590010301,517959,182929,253,VN80,0
BP5067,73317,15900704801,517959,182967,83,VN80,0
BP5068,50023,1590010901,517956,184341,345,VN12,0
BP5069,51249,1590009901,517951,182577,196,VN43,0
BP5070,72225,1590009701,517950,182331,184,VN44,0
BP5071,50858,1590009101,517942,181769,175,VN46,0
BP5072,73223,1590008801,517940,181096,159,VN48,0
BP5073,50626,1590008601,517938,180624,172,VN50,0
BP5074,75911,1590045901,517938,180270,211,VN51,0
BP5075,57057,1590701301,517936,179546,262,YZ36,0
BP5076,71960,1590701401,517933,179536,77,YZ36,0
BP5077,74738,1590045801,517932,180314,40,VN51,0
BP5078,73682,1590008701,517931,180729,8,VN49,0
BP5079,48480,1590008901,517928,181203,0,VN48,0
BP508,50106,490006054N,517924,184401,331,AG24,0
BP5080,73319,1590009001,517916,181587,10,VN47,0
BP5081,48258,1590009201,517915,181922,357,VN45,0
BP5082,58954,1590009801,517913,182446,14,VN44,0
BP5083,54872,1590010001,517911,182665,22,VN43,0
BP5084,56499,1590010601,517910,183283,18,VN41,0
BP5085,51971,490008393W1,517910,175950,252,N709,0
BP5086,75529,2400A034700A,517909,161168,220,Z807,0
BP5087,75631,2400A034710A,517908,160709,196,Z808,0
BP5088,51589,2400A008650A,517907,160648,13,Z808,0
BP5089,74891,2400A008630A,517907,159915,210,Z809,0
BP509,57730,490007673S,517906,184777,182,AG22,0
BP5090,71004,2400A008620A,517906,159875,31,Z809,0
BP5091,56412,2400A034730A,517906,159563,152,Z811,0
BP5092,49339,2400A008610A,517905,159617,37,Z811,0
BP5093,53252,490018555S,517904,183186,167,AC22,0
BP5094,53405,490011448S,517900,182517,128,D112,0
BP5095,53485,490005910S,517899,182318,132,D003,0
BP5096,50027,490018556E,517897,173751,225,ML04,0
BP5097,55882,490005841U,517897,173890,71,ML08,0
BP5099,57711,490009785S,517891,175500,141,EE08,0
BP510,56497,490006054S,517890,184377,150,AG24,0
BP5100,54802,490000009W1,517890,192445,275,UD39,0
BP5101,58538,490011965S,517889,196484,175,UK04,0
BP5102,53271,490006960N,517888,196186,268,UK10,0
BP5103,47912,490018557S,517887,196054,177,UK06,0
BP5104,47518,490006731N,517887,196352,355,UK11,0
BP5105,48343,490011357N,517885,196522,359,UK03,0
BP5108,48757,490002039E,517882,180874,90,AK20,0
BP511,51901,490012949S,517879,184220,131,AG25,0
BP5114,73638,490014305S,517871,190838,138,TD15,0
BP5116,74702,4900801618,517870,175844,271,P901,0
BP5117,48839,4900801619,517866,175845,271,P901,0
BP5118,57094,4900801620,517859,175846,271,P901,0
BP5119,57590,490010010S,517859,181679,150,PJ32,0
BP5120,75569,490018563W,517859,173988,227,2F25,0
BP5121,51824,490008159N,517858,188149,325,9121,0
BP5122,47570,490005223N,517858,170242,359,L501,0
BP5125,55485,4.90E+09,517854,161478,57,H321,0
BP513,75386,490014787N,517854,181412,183,AK15,0
BP5130,76515,490000104E,517853,174513,40,P911,0
BP5131,75363,490000104N,517850,174547,40,P911,0
BP5134,50015,4900164301,517844,175990,165,PD04,0
BP5140,71005,4900164307,517842,175885,179,PD04,0
BP5141,73297,4900164308,517842,175867,179,PD04,0
BP5143,59279,490018573W,517837,172348,267,2D22,0
BP5144,76220,490018572N,517836,172451,343,2D23,0
BP5145,53799,490006885N,517835,182749,125,AC19,0
BP5147,71048,4.90E+09,517834,192205,273,U520,0
BP5148,52897,490015155E,517826,192205,278,U520,0
BP5149,73801,490010349S,517825,176519,185,P905,0
BP515,59233,490007296S,517825,181268,73,BJ14,0
BP5152,54854,490002061S,517824,178875,184,BL13,0
BP5153,59421,490002061N,517822,178829,355,BL13,0
BP5154,57229,490014048N,517821,179233,351,7005,0
BP5155,52588,490014048S,517820,179078,172,7005,0
BP5157,57037,490018574S,517817,166736,131,K820,0
BP5158,52994,490016263E,517813,179455,82,407,0
BP5159,76926,4.90E+09,517808,190445,66,9702,0
BP516,58398,490003056S,517804,181363,162,BJ15,0
BP5161,49403,1500IM1041,517804,192517,241,VH51,0
BP5162,47654,1.50E+11,517800,192553,63,VH51,0
BP5163,72321,1.50E+11,517800,193602,67,VH56,0
BP5164,50473,1.50E+11,517797,193003,61,VH53,0
BP5165,54594,490015243X,517791,183504,324,RC24,0
BP5166,77094,490004289N,517791,177516,328,NE17,0
BP5167,77786,490007707FF,517788,181149,260,6101,0
BP5168,51127,490018635W,517788,188816,267,RK06,0
BP517,54300,490015117S,517783,181312,112,BJ13,0
BP5171,72000,490014282T,517780,177050,284,PC19,0
BP5172,47917,490004695S,517780,181074,205,8101,0
BP5173,47607,1590003001,517778,180033,188,YZ18,0
BP5174,47586,1590002901,517777,180023,9,YZ18,0
BP5175,55135,490015230W,517774,180146,279,QC04,0
BP5176,75871,490011220W,517771,171590,255,5C23,0
BP5177,77876,490011220E,517769,171600,76,5C23,0
BP5178,57817,490018639E,517768,169840,59,K046,0
BP5179,48171,490003044H,517761,185051,87,DG17,0
BP518,73568,490015117W,517750,181298,250,BJ13,0
BP5180,73376,490003044B,517748,185037,273,DG13,0
BP5181,48065,490018643S,517742,184521,2,DF36,0
BP5182,53335,4.90E+09,517739,168657,80,FU32,0
BP5183,56728,490018645N,517738,176735,299,6F23,0
BP5187,50332,490018655W,517736,183822,262,PG12,0
BP5188,75044,490012369E,517732,173606,76,N320,0
BP5189,48253,490000146W,517731,182571,246,BE07,0
BP519,76901,490008964W,517727,181235,251,BJ14,0
BP5190,59216,490007568W,517726,172358,268,2D21,0
BP5191,72734,4900018662E,517716,180714,88,B602,0
BP5192,73633,490018662W,517714,180698,272,B602,0
BP5193,72905,4900005944Q1,517709,184794,267,D410,0
BP5194,57919,490006317A,517708,181471,245,AK23,0
BP5195,55840,490006317B,517705,181450,247,AK23,0
BP5196,49437,490006317C,517699,181497,67,AK23,0
BP5197,56389,490006317D,517694,181513,103,AK23,0
BP5198,74276,490018665S,517694,170172,174,K047,0
BP5199,73611,1.50E+11,517687,194288,296,QZ01,0
BP520,74781,490013391N,517686,184714,347,A912,0
BP5200,52063,1500IM1050B,517682,194391,288,QZ02,0
BP5201,76784,1.50E+11,517681,194794,311,QZ03,0
BP5202,55438,1.50E+11,517675,195048,323,QZ04,0
BP5203,73553,1.50E+11,517668,195838,329,QZ05,0
BP5204,53110,1.50E+11,517667,196246,3,QZ06,0
BP5205,52490,1.50E+11,517658,196573,26,QZ07,0
BP5206,59030,1500IM1049B,517656,197277,14,QZ08,0
BP5207,58863,1500IM1049,517648,197266,194,QZ08,0
BP5208,72952,1.50E+11,517647,196605,198,QZ07,0
BP5209,77679,1.50E+11,517644,196199,183,QZ06,0
BP521,50627,490013391S,517637,184624,163,A912,0
BP5210,59583,1.50E+11,517636,195799,151,QZ05,0
BP5211,51321,1.50E+11,517632,194957,138,QZ04,0
BP5212,76415,1.50E+11,517629,194762,104,QZ03,0
BP5213,71666,1500IM1050,517628,194388,105,QZ02,0
BP5214,47639,1.50E+11,517621,194273,117,QZ01,0
BP5219,55386,490008755E,517621,173798,118,4P01,0
BP522,55910,490009392N,517621,184871,332,A914,0
BP5220,48243,490014649S,517619,176121,341,5610,0
BP5221,55873,490011721G,517619,184520,160,DE06,0
BP5223,57605,490015127N,517618,196139,10,UQ15,0
BP5224,53494,2400A008690A,517617,154868,181,FA53,0
BP5225,72514,2400A008700A,517617,154843,3,FA53,0
BP5226,57808,2400A008710B,517617,154400,219,FA50,0
BP5227,76980,2400A008710A,517614,154455,24,FA50,0
BP5228,54963,2400A006560A,517610,154015,106,FA56,0
BP5229,49150,2400A006470A,517610,154016,284,FA56,0
BP523,49095,490009392S,517609,184836,153,A915,0
BP5230,50759,490012524SH,517607,187724,183,DB03,0
BP5231,55251,490000203A,517605,179947,6,6615,0
BP5232,48358,490000203B,517604,180002,5,6615,0
BP5233,58032,490000203C,517602,179971,184,6615,0
BP5234,52602,490000203D,517602,179913,183,6615,0
BP5236,76196,490003375WH,517600,180351,183,6614,0
BP5237,71112,490003375WJ,517592,180315,177,6614,0
BP5238,72855,490003375WK,517591,180344,3,6614,0
BP5239,73032,490003375WL,517591,180375,13,6614,0
BP5242,52713,490003686W,517588,177064,267,5103,0
BP5244,72904,490000004W,517587,181284,239,1009,0
BP525,51468,490003951W,517586,183238,295,BB06,0
BP5253,52578,4.90E+09,517584,168213,63,HS26,0
BP5254,77043,490005312N,517582,186586,8,DA04,0
BP5255,53916,490003375AP,517580,180370,4,6614,0
BP5257,52446,490013448N,517577,177962,321,6D04,0
BP526,71574,490013399L,517574,183018,244,BB05,0
BP5262,73687,490006487S,517573,180369,358,6306,0
BP5263,58635,490010216S,517572,181904,180,A512,0
BP5265,75090,490011342SW,517572,180576,228,6209,0
BP5266,74416,490018844N,517571,180552,335,7814,0
BP5267,52241,490006476S,517568,180971,155,7604,0
BP5268,54967,490018844S,517567,180535,154,7814,0
BP5269,47197,490018677N,517559,175401,340,M705,0
BP527,53718,490013516S,517556,182669,160,BB04,0
BP5271,77136,490014392W,517555,180936,271,V104,0
BP5272,54451,490018675S,517551,191923,146,VF19,0
BP5273,77398,490003767S,517549,166258,325,J530,0
BP5274,55393,490003777M,517547,165538,176,J532,0
BP528,55085,490013509S,517546,182466,143,B514,0
BP5280,51552,490018678W,517539,176498,300,M108,0
BP5281,77614,490018678E,517539,176488,114,M108,0
BP5282,73488,490000235W,517539,181308,309,8221,0
BP5283,71136,490000235W1,517535,181285,272,8221,0
BP5284,50950,490013180S,517534,170575,158,MC12,0
BP5285,48267,490018679N,517531,182292,31,Q515,0
BP5286,72876,490018679S,517526,182234,209,Q515,0
BP5287,54100,490018680N,517524,181961,346,Q514,0
BP5288,56338,4900018681SE,517519,174023,134,GE19,0
BP5289,57547,490018682SE,517519,173749,148,GE20,0
BP529,59044,490000220S,517517,182187,147,B513,0
BP5290,53832,490018683SE,517512,173590,112,GE21,0
BP5291,54574,490018684N,517506,173703,8,GE22,0
BP5292,57128,490011285S,517506,174157,226,5P34,0
BP5293,48229,490013567N1,517502,173741,21,5P36,0
BP5294,73646,4900008166W,517501,181478,260,8106,0
BP5295,47141,490018689E,517501,184610,85,8J13,0
BP5296,72339,490018689W,517500,184592,266,8J13,0
BP5297,55870,490018696W,517485,163280,310,H235,0
BP5298,52127,490018697S,517478,163071,163,H236,0
BP5299,51680,490018699S,517469,182489,160,W003,0
BP530,76833,490000220N,517467,182195,327,B513,0
BP5300,47117,490011324C,517466,178810,81,7C15,0
BP5301,47158,490004527S,517465,182564,155,PH04,0
BP5303,72301,490015719S,517462,189391,220,XJ17,0
BP5304,48368,4900018701N,517460,169562,45,K210,0
BP5305,49256,4900018701W,517458,169467,217,K210,0
BP5306,57738,4900018700W,517456,169850,254,FS14,0
BP5307,56149,490012904N,517455,184333,348,A901,0
BP5308,49475,490018702N,517455,193298,12,TB29,0
BP5309,55009,490018705S,517448,175136,177,2821,0
BP531,49876,490009874N,517448,182050,334,B512,0
BP5310,51844,490018705N,517447,175160,357,2821,0
BP5311,77480,490018706S,517446,174918,163,2822,0
BP5312,77528,490018706N,517444,174858,334,2822,0
BP5313,56777,490018707S,517443,174775,137,2823,0
BP5314,75519,490018707N,517436,174738,312,2823,0
BP5315,49636,490018708S,517430,174529,141,2824,0
BP5316,75812,490018708N,517429,174529,327,2824,0
BP5317,57280,490018709E,517424,174417,73,2825,0
BP5318,51357,490018709W,517424,174407,291,2825,0
BP5319,59493,490018710E,517421,174379,68,2C09,0
BP532,50199,490009874S,517417,182122,153,B512,0
BP5323,50671,490000071E,517413,181735,73,13,0
BP5327,75123,490018896W,517411,164966,208,KB01,0
BP5328,54315,490018896E,517406,164992,29,KB01,0
BP533,77341,490012667S,517403,181817,158,B511,0
BP5330,52474,490015020E,517400,168323,122,L916,0
BP5331,56231,490007213N,517399,168732,36,L709,0
BP5332,48005,490006226N,517393,175412,36,N817,0
BP5333,71259,490018733N,517389,175116,344,N816,0
BP5334,72457,490008390W1,517388,175472,268,N819,0
BP5335,53993,490018735W,517388,175500,282,N814,0
BP5336,55567,490003666W1,517379,175579,299,N828,0
BP5337,72775,490018735E,517374,175484,100,N819,0
BP5338,75201,4.90E+09,517368,175486,88,N817,0
BP5339,74146,490018734N,517365,175251,37,N818,0
BP534,52581,490012667N,517359,181733,358,B511,0
BP5340,57212,4.90E+09,517358,175567,118,N814,0
BP5341,52967,490018733S,517355,175135,164,N816,0
BP5344,57936,490018703S,517355,197381,199,US25,0
BP5345,71957,1500IM10550,517348,196321,235,UZ47,0
BP5346,75663,490018820SE,517348,172479,143,4V13,0
BP5347,57889,490005258S,517347,172501,210,N033,0
BP5348,47382,4.90E+09,517339,178825,84,7C02,0
BP5349,71585,490018704W,517335,178966,261,7003,0
BP535,53883,490003897B,517330,181730,80,B510,0
BP5351,74635,490000212S,517325,178867,184,7C02,0
BP5352,56760,490000212S1,517323,178855,178,7C02,0
BP5353,77067,490012701S,517322,171286,226,5D11,0
BP5354,52837,490018714N,517312,181034,28,AK24,0
BP5355,52852,490018714S,517310,180984,195,AK24,0
BP5356,74460,490018715S,517309,173562,171,MK16,0
BP5357,53331,490018716N,517309,173827,349,MK16,0
BP5358,53511,490018717S,517301,173378,169,MK14,0
BP5359,49275,490018717N,517298,173367,349,MK14,0
BP536,58851,490003897W,517295,181716,260,B510,0
BP5360,52191,490018718S,517291,173161,169,MK15,0
BP5361,71674,490018718N,517286,173128,349,MK15,0
BP5362,48000,490018720S,517286,175528,170,M616,0
BP5365,59072,490009944N,517283,168427,40,L744,0
BP5369,47960,490008164E,517279,188004,211,PT15,0
BP537,48786,490011545W,517265,181724,313,BE12,0
BP5371,74461,490018760S,517259,181272,187,AK25,0
BP5372,51205,490018760N,517258,181366,7,AK25,0
BP5376,74452,490010337S,517257,184322,233,RH11,0
BP5377,48330,490001188MY,517250,166482,133,KA24,0
BP5378,59000,490001188MZ,517247,166506,284,KA24,0
BP5379,51485,490018807E,517239,180888,35,0B03,0
BP538,51828,3700087,517235,178179,118,6Z09,0
BP5380,98505,490000248S,517232,179087,159,0G02,0
BP5381,74725,490018823W,517225,182944,261,P617,0
BP5382,77226,490018823E,517224,182947,81,P617,0
BP5383,53479,490018824S,517223,182478,178,PJ25,0
BP5384,56048,490018825N,517219,182101,326,PJ33,0
BP5385,72650,490018825S,517214,182143,144,PJ33,0
BP5386,58307,490018826W,517211,182593,309,PJ17,0
BP5387,51611,490018826E,517206,182618,120,PJ17,0
BP5388,47472,490011666W,517204,183052,237,P615,0
BP5389,48637,490018824N,517198,182394,337,PJ25,0
BP539,71810,3700086,517198,178239,301,6Z09,0
BP5390,49010,490018827N,517197,183805,322,W407,0
BP5391,48047,490018828S,517196,184100,145,W404,0
BP5392,53933,490018828N,517195,184130,325,W404,0
BP5395,54512,490012139N,517192,171023,199,EK20,0
BP5396,72097,490012139S,517189,171120,142,EK15,0
BP5397,76525,490018829E,517189,183053,95,W017,0
BP5398,72960,490018829W,517188,183055,277,W017,0
BP5399,58334,490010425N,517185,187600,349,S304,0
BP540,55348,490013470W,517183,181768,257,BP05,0
BP5400,72841,490018847W,517181,182974,284,W108,0
BP5401,75803,490010850N,517178,179409,29,E413,0
BP5402,49391,490010850S,517176,179357,209,E413,0
BP5404,53053,490018831N,517174,185055,348,AG26,0
BP5405,71317,490000234W1,517168,171356,326,5.00E+06,0
BP5408,71357,490018832E,517161,181496,52,B101,0
BP5409,76615,490011111W1,517156,180743,264,BP13,0
BP541,71344,490004211N,517152,181736,340,BP36,0
BP5410,75712,490018857E,517149,182609,100,WK17,0
BP5411,49418,490018857W,517147,182620,282,WK17,0
BP5412,55813,1.59E+11,517142,179890,353,VN81,0
BP5413,77762,15907075117,517137,179849,173,VN81,0
BP5414,74988,490018834W,517136,182535,278,WK16,0
BP5415,56824,490018834E,517134,182535,98,WK16,0
BP5416,76420,490018836S,517127,188192,208,X518,0
BP5417,58941,490018837N,517125,188376,29,X518,0
BP5418,58017,400018838N,517121,196301,71,UZ12,0
BP5419,55191,490018889N,517118,181557,327,8219,0
BP542,49651,490004211S,517117,181712,158,BP36,0
